-0.00500942,-0.00096371,0.00057277,0.00862299,0.00566678,0.00130194,-0.00063136,0.0001299,-4.828E-05,0.00776178,-0.00122644,0.00044992,-0.00451854,-0.00088952,0.00048922,0.00061139,0.00045307,0.00059032,4.335E-05,7.839E-05,-1.933E-05,-0.00039585,-7.1E-06,0.00018808,0.00513333,0.01040016,0.00064639,0.00787095,0.00463118,0.0009631,9.164E-05,0.00043831,5.00316,4.27853,1.542866,4.985812,4.182155,1.52033,5.037557,1.619226,1.778925,5.052367,4.225485,1.775536,4.983912,4.296833,1.569889,5.193762,4.335417,1.560144,Rest
0.00490517,0.00120913,-0.0006486,0.00473704,0.00316629,0.00081919,-0.00057235,-1.515E-05,2.336E-05,0.0027057,0.00211034,0.00043943,0.00070818,0.0001552,-8.724E-05,-0.00027757,-0.00017861,-3.448E-05,4.21E-06,-1.036E-05,5.12E-06,-0.00036115,0.00023834,-7.5E-07,0.00509346,0.00575639,0.00057303,0.0034594,0.00073022,0.00033186,1.23E-05,0.00043271,5.064488,4.290401,1.542146,4.955739,4.163175,1.511876,5.037724,1.618397,1.779722,5.045395,4.223284,1.777401,5.00041,4.301358,1.566544,5.164159,4.313107,1.552097,Rest
-0.00239286,-0.00021588,0.0001363,0.00302789,0.00121153,0.00033612,-0.0004494,1.708E-05,4.682E-05,0.00286819,0.00151946,0.00031792,-0.0023542,-0.00045968,0.00025319,-0.00055134,-0.00063057,-0.00015583,3.966E-05,1.04E-05,7.57E-06,5.242E-05,-0.00019061,-3.92E-05,0.00240645,0.00327855,0.00045215,0.00326135,0.00241199,0.00085198,4.17E-05,0.00020153,5.067825,4.290883,1.542058,4.928284,4.157637,1.511306,5.038332,1.618043,1.78008,5.045374,4.22369,1.777571,5.001656,4.299812,1.566537,5.136817,4.307087,1.551576,Rest
-0.00139426,-0.00024179,5.613E-05,0.00118226,0.00057489,0.00022497,-0.00047948,-4.954E-05,0.00010383,0.00117103,0.00065191,0.00021602,0.00031206,-8.1E-06,-2.505E-05,-0.00057676,-0.00019895,-3.473E-05,-9.4E-06,-2.082E-05,1.782E-05,-0.00053036,-0.00027111,-3.184E-05,0.00141618,0.00133373,0.00049308,0.00135756,0.00031317,0.0006111,2.897E-05,0.00059649,5.070332,4.290677,1.541985,4.916637,4.151067,1.51051,5.038742,1.618044,1.780114,5.045767,4.224827,1.777669,5.002672,4.29881,1.566489,5.12522,4.300282,1.550805,Rest
-0.00015644,-4.1E-06,2.252E-05,0.00158539,0.00063024,9.39E-05,-0.00030293,9.733E-05,6.506E-05,0.00157864,0.00066004,9.109E-05,0.00019965,3.834E-05,-5.42E-06,6.502E-05,8.93E-06,-2.114E-05,2.847E-05,2.369E-05,-6.25E-06,6.574E-05,1.31E-06,-2.015E-05,0.00015811,0.00170865,0.00032477,0.0017135,0.00020337,6.895E-05,3.756E-05,6.877E-05,5.071611,4.290927,1.542046,4.906132,4.143034,1.509449,5.042224,1.618561,1.780209,5.047422,4.223671,1.778054,5.012298,4.298582,1.565061,5.114789,4.292008,1.549765,Rest
-3.197E-05,2.714E-05,1.624E-05,0.00148215,0.00073159,6.539E-05,0.00036948,0.00014128,-5.38E-05,0.00147526,0.00074975,6.318E-05,4.015E-05,1.008E-05,-2.03E-06,-3.33E-05,3.269E-05,-9.2E-06,0.00021691,1.418E-05,-3.834E-05,-3.335E-05,2.894E-05,-9E-06,4.497E-05,0.00165417,0.00039921,0.00165605,4.145E-05,4.757E-05,0.00022072,4.506E-05,5.071658,4.290962,1.542064,4.882852,4.134814,1.50972,5.042603,1.619727,1.780322,5.048172,4.224671,1.778042,4.992435,4.296172,1.568817,5.091553,4.283632,1.550051,Rest
3.288E-05,2.32E-06,2.439E-05,0.00115004,0.00070915,7.876E-05,0.00133639,0.00030305,-3.738E-05,0.00113784,0.00071846,7.608E-05,2.092E-05,-8.01E-06,2.63E-06,-0.00010713,-7.24E-06,4.31E-06,0.00031191,5.218E-05,5.3E-06,-0.00010885,-1.01E-05,4.16E-06,4.1E-05,0.0013534,0.00137083,0.00134783,2.255E-05,0.00010746,0.00031629,0.00010939,5.071808,4.290493,1.541895,4.882221,4.128223,1.508701,5.043518,1.621019,1.780437,5.048333,4.224794,1.778094,4.96214,4.288907,1.568365,5.090957,4.276965,1.549036,Rest
0.00014598,0.00029081,2.747E-05,0.00125729,0.00090158,6.047E-05,0.00262813,0.00058219,-0.00014158,0.00124606,0.00090983,5.81E-05,7.069E-05,0.00018031,1.93E-06,6.703E-05,0.00012027,-1.143E-05,0.00080734,0.00017447,-6.513E-05,6.764E-05,0.00011961,-1.123E-05,0.00032655,0.00154832,0.00269556,0.00154397,0.00019368,0.00013816,0.00082854,0.00013787,5.069491,4.286251,1.541698,4.881552,4.126051,1.508452,5.043828,1.62152,1.780508,5.048282,4.224944,1.778111,4.959812,4.287984,1.568131,5.090302,4.274761,1.54879,Rest
-0.00198454,-0.00027907,3.833E-05,7.29E-05,0.00034662,7.113E-05,0.00127632,0.00059183,1.889E-05,6.318E-05,0.00034621,6.935E-05,-0.0004533,-0.00012125,2.31E-06,-0.000252,-0.00011808,2.27E-06,-0.00028762,2.05E-06,3.414E-05,-0.00025168,-0.00011992,2.39E-06,0.00200443,0.00036128,0.00140698,0.0003587,0.00046924,0.0002783,0.00028965,0.0002788,5.120244,4.297456,1.541533,4.881269,4.126138,1.508415,5.044434,1.621742,1.780541,5.048227,4.224396,1.778241,4.961314,4.281355,1.568738,5.090024,4.274835,1.548754,Rest
-0.00160139,8.194E-05,5.941E-05,-0.00026848,0.00028159,4.379E-05,0.00062737,0.00050451,-0.00013615,-0.0002752,0.00028334,4.266E-05,0.00025543,0.00024067,1.405E-05,-0.00022759,-4.336E-05,-1.823E-05,-0.00043263,-5.821E-05,-0.00010336,-0.00022559,-4.191E-05,-1.779E-05,0.00160459,0.00039152,0.00081649,0.00039729,0.00035123,0.00023239,0.0004486,0.00023014,5.104355,4.28859,1.540979,4.887788,4.122335,1.508116,5.046957,1.621895,1.780663,5.04838,4.224582,1.778285,4.949487,4.278426,1.571408,5.096573,4.270979,1.548457,Rest
